Id,v2a1,hacdor,rooms,hacapo,v14a,refrig,v18q,v18q1,r4h1,r4h2,r4h3,r4m1,r4m2,r4m3,r4t1,r4t2,r4t3,tamhog,tamviv,escolari,rez_esc,hhsize,paredblolad,paredzocalo,paredpreb,pareddes,paredmad,paredzinc,paredfibras,paredother,pisomoscer,pisocemento,pisoother,pisonatur,pisonotiene,pisomadera,techozinc,techoentrepiso,techocane,techootro,cielorazo,abastaguadentro,abastaguafuera,abastaguano,public,planpri,noelec,coopele,sanitario1,sanitario2,sanitario3,sanitario5,sanitario6,energcocinar1,energcocinar2,energcocinar3,energcocinar4,elimbasu1,elimbasu2,elimbasu3,elimbasu4,elimbasu5,elimbasu6,epared1,epared2,epared3,etecho1,etecho2,etecho3,eviv1,eviv2,eviv3,dis,male,female,estadocivil1,estadocivil2,estadocivil3,estadocivil4,estadocivil5,estadocivil6,estadocivil7,parentesco1,parentesco2,parentesco3,parentesco4,parentesco5,parentesco6,parentesco7,parentesco8,parentesco9,parentesco10,parentesco11,parentesco12,idhogar,hogar_nin,hogar_adul,hogar_mayor,hogar_total,dependency,edjefe,edjefa,meaneduc,instlevel1,instlevel2,instlevel3,instlevel4,instlevel5,instlevel6,instlevel7,instlevel8,instlevel9,bedrooms,overcrowding,tipovivi1,tipovivi2,tipovivi3,tipovivi4,tipovivi5,computer,television,mobilephone,qmobilephone,lugar1,lugar2,lugar3,lugar4,lugar5,lugar6,area1,area2,age,SQBescolari,SQBage,SQBhogar_total,SQBedjefe,SQBhogar_nin,SQBovercrowding,SQBdependency,SQBmeaned,agesq
ID_af55d9543,175000,0,5,0,1,1,0,,0,2,2,0,1,1,0,3,3,3,3,7,3,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,06ee76de7,1,2,0,3,0.5,10,no,8.5,0,0,0,1,0,0,0,0,0,2,1.5,0,0,1,0,0,0,0,1,3,1,0,0,0,0,0,1,0,17,49,289,9,100,1,2.25,0.25,72.25,289
ID_bbc1ad33a,175000,0,5,0,1,1,0,,0,2,2,0,1,1,0,3,3,3,3,10,,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,06ee76de7,1,2,0,3,0.5,10,no,8.5,0,0,0,1,0,0,0,0,0,2,1.5,0,0,1,0,0,0,0,1,3,1,0,0,0,0,0,1,0,58,100,3364,9,100,1,2.25,0.25,72.25,3364
ID_c852377bb,,0,5,0,1,1,0,,0,2,2,0,2,2,0,4,4,4,4,14,,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,fe781ab4c,2,2,0,4,yes,14,no,14.5,0,0,0,0,0,0,0,1,0,3,1.3333334,1,0,0,0,0,1,1,1,4,1,0,0,0,0,0,1,0,48,196,2304,16,196,4,1.7777779,1,210.25,2304
ID_6aef2dec8,,0,5,0,1,1,0,,0,2,2,0,2,2,0,4,4,4,4,15,,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,fe781ab4c,2,2,0,4,yes,14,no,14.5,0,0,0,0,0,0,0,1,0,3,1.3333334,1,0,0,0,0,1,1,1,4,1,0,0,0,0,0,1,0,45,225,2025,16,196,4,1.7777779,1,210.25,2025
ID_3b12fa86d,,0,5,0,1,1,0,,0,2,2,0,2,2,0,4,4,4,4,8,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,fe781ab4c,2,2,0,4,yes,14,no,14.5,0,0,0,1,0,0,0,0,0,3,1.3333334,1,0,0,0,0,1,1,1,4,1,0,0,0,0,0,1,0,15,64,225,16,196,4,1.7777779,1,210.25,225
ID_00fda5e47,,0,5,0,1,1,0,,0,2,2,0,2,2,0,4,4,4,4,11,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,fe781ab4c,2,2,0,4,yes,14,no,14.5,0,0,0,0,0,1,0,0,0,3,1.3333334,1,0,0,0,0,1,1,1,4,1,0,0,0,0,0,1,0,17,121,289,16,196,4,1.7777779,1,210.25,289
ID_ed35fd190,,0,7,0,1,1,0,,0,1,1,0,0,0,0,1,1,1,1,16,,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,a4093ed71,0,1,1,1,8,16,no,16,0,0,0,0,0,0,0,1,0,4,0.25,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,70,256,4900,1,256,0,0.0625,64,256,4900
ID_080eaa35f,,0,3,0,1,1,0,,0,0,0,0,2,2,0,2,2,2,2,6,,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,8dbe90b40,0,2,1,2,yes,no,6,4,0,0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,70,36,4900,4,0,0,4,1,16,4900
ID_bcfc06cdd,,0,3,0,1,1,0,,0,0,0,0,2,2,0,2,2,2,2,2,,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8dbe90b40,0,2,1,2,yes,no,6,4,0,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,58,4,3364,4,0,0,4,1,16,3364
ID_fe81eee62,350000,0,7,0,1,1,1,2,0,1,1,0,4,4,0,5,5,5,5,16,,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,69347139f,0,5,0,5,no,no,11,14.2,0,0,0,0,0,0,0,1,0,5,1,0,1,0,0,0,0,0,1,5,1,0,0,0,0,0,1,0,29,256,841,25,0,0,1,0,201.64,841
ID_ddffba00a,350000,0,7,0,1,1,1,2,0,1,1,0,4,4,0,5,5,5,5,16,,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,69347139f,0,5,0,5,no,no,11,14.2,0,0,0,0,0,0,0,1,0,5,1,0,1,0,0,0,0,0,1,5,1,0,0,0,0,0,1,0,28,256,784,25,0,0,1,0,201.64,784
ID_89b5b851b,350000,0,7,0,1,1,1,2,0,1,1,0,4,4,0,5,5,5,5,11,,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,69347139f,0,5,0,5,no,no,11,14.2,0,0,0,0,1,0,0,0,0,5,1,0,1,0,0,0,0,0,1,5,1,0,0,0,0,0,1,0,64,121,4096,25,0,0,1,0,201.64,4096
ID_bdfda8da1,350000,0,7,0,1,1,1,2,0,1,1,0,4,4,0,5,5,5,5,14,,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,69347139f,0,5,0,5,no,no,11,14.2,0,0,0,0,0,0,0,1,0,5,1,0,1,0,0,0,0,0,1,5,1,0,0,0,0,0,1,0,26,196,676,25,0,0,1,0,201.64,676
ID_123301f4c,350000,0,7,0,1,1,1,2,0,1,1,0,4,4,0,5,5,5,5,14,,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69347139f,0,5,0,5,no,no,11,14.2,0,0,0,0,0,0,0,1,0,5,1,0,1,0,0,0,0,0,1,5,1,0,0,0,0,0,1,0,59,196,3481,25,0,0,1,0,201.64,3481
ID_29828e26e,,0,5,0,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,9,,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,636f92294,0,1,1,1,8,no,9,9,0,0,0,1,0,0,0,0,0,2,0.5,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,75,81,5625,1,0,0,0.25,64,81,5625
ID_658cc1120,,0,6,0,1,1,1,1,1,0,1,0,3,3,1,3,4,4,4,11,,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,b2c65951a,1,3,1,4,yes,no,11,11.333333,0,0,0,0,1,0,0,0,0,3,1.3333334,1,0,0,0,0,0,1,1,4,1,0,0,0,0,0,1,0,66,121,4356,16,0,1,1.7777779,1,128.44444,4356
ID_98c115d86,,0,6,0,1,1,1,1,1,0,1,0,3,3,1,3,4,4,4,9,,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,b2c65951a,1,3,1,4,yes,no,11,11.333333,0,0,0,1,0,0,0,0,0,3,1.3333334,1,0,0,0,0,0,1,1,4,1,0,0,0,0,0,1,0,41,81,1681,16,0,1,1.7777779,1,128.44444,1681
ID_fecfead5a,,0,6,0,1,1,1,1,1,0,1,0,3,3,1,3,4,4,4,14,,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,b2c65951a,1,3,1,4,yes,no,11,11.333333,0,0,0,0,0,0,0,1,0,3,1.3333334,1,0,0,0,0,0,1,1,4,1,0,0,0,0,0,1,0,37,196,1369,16,0,1,1.7777779,1,128.44444,1369
ID_18cb33272,,0,6,0,1,1,1,1,1,0,1,0,3,3,1,3,4,4,4,0,,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,b2c65951a,1,3,1,4,yes,no,11,11.333333,1,0,0,0,0,0,0,0,0,3,1.3333334,1,0,0,0,0,0,1,1,4,1,0,0,0,0,0,1,0,1,0,1,16,0,1,1.7777779,1,128.44444,1
ID_a7b7a17de,,0,5,0,1,1,0,,0,1,1,0,1,1,0,2,2,2,2,6,,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3a6ca02dd,0,2,0,2,no,no,6,7,0,0,1,0,0,0,0,0,0,3,0.66666669,1,0,0,0,0,0,1,1,2,1,0,0,0,0,0,1,0,64,36,4096,4,0,0,0.44444448,0,49,4096
ID_8960b70f2,,0,5,0,1,1,0,,0,1,1,0,1,1,0,2,2,2,2,8,,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3a6ca02dd,0,2,0,2,no,no,6,7,0,0,0,1,0,0,0,0,0,3,0.66666669,1,0,0,0,0,0,1,1,2,1,0,0,0,0,0,1,0,22,64,484,4,0,0,0.44444448,0,49,484
ID_aa3a29419,,0,3,0,1,1,1,1,0,3,3,0,1,1,0,4,4,4,4,6,,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,e1a795190,1,3,0,4,0.33333334,no,14,7.3333335,0,0,1,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,53,36,2809,16,0,1,4,0.11111112,53.777779,2809
ID_7cd0b9e95,,0,3,0,1,1,1,1,0,3,3,0,1,1,0,4,4,4,4,14,,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,e1a795190,1,3,0,4,0.33333334,no,14,7.3333335,0,0,0,0,0,0,0,1,0,2,2,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,50,196,2500,16,0,1,4,0.11111112,53.777779,2500
ID_aaa973a36,,0,3,0,1,1,1,1,0,3,3,0,1,1,0,4,4,4,4,6,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,e1a795190,1,3,0,4,0.33333334,no,14,7.3333335,0,0,1,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,13,36,169,16,0,1,4,0.11111112,53.777779,169
ID_b23ad6454,,0,3,0,1,1,1,1,0,3,3,0,1,1,0,4,4,4,4,2,,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,e1a795190,1,3,0,4,0.33333334,no,14,7.3333335,0,1,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,57,4,3249,16,0,1,4,0.11111112,53.777779,3249
ID_387a9c0aa,300000,0,5,1,1,1,0,,2,4,6,1,4,5,3,8,11,11,11,0,,11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,55160255,3,8,0,11,0.375,no,8,9,1,0,0,0,0,0,0,0,0,5,2.2,0,0,1,0,0,0,1,1,6,1,0,0,0,0,0,1,0,4,0,16,121,0,9,4.8400002,0.140625,81,16
ID_800c93fd5,300000,0,5,1,1,1,0,,2,4,6,1,4,5,3,8,11,11,11,8,,11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,55160255,3,8,0,11,0.375,no,8,9,0,0,0,1,0,0,0,0,0,5,2.2,0,0,1,0,0,0,1,1,6,1,0,0,0,0,0,1,0,23,64,529,121,0,9,4.8400002,0.140625,81,529
ID_18e6cbe8a,300000,0,5,1,1,1,0,,2,4,6,1,4,5,3,8,11,11,11,0,0,11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,55160255,3,8,0,11,0.375,no,8,9,1,0,0,0,0,0,0,0,0,5,2.2,0,0,1,0,0,0,1,1,6,1,0,0,0,0,0,1,0,7,0,49,121,0,9,4.8400002,0.140625,81,49
ID_cdbd8bbd2,300000,0,5,1,1,1,0,,2,4,6,1,4,5,3,8,11,11,11,0,,11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,55160255,3,8,0,11,0.375,no,8,9,1,0,0,0,0,0,0,0,0,5,2.2,0,0,1,0,0,0,1,1,6,1,0,0,0,0,0,1,0,1,0,1,121,0,9,4.8400002,0.140625,81,1
ID_68f20801d,300000,0,5,1,1,1,0,,2,4,6,1,4,5,3,8,11,11,11,7,,11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,55160255,3,8,0,11,0.375,no,8,9,0,0,0,1,0,0,0,0,0,5,2.2,0,0,1,0,0,0,1,1,6,1,0,0,0,0,0,1,0,26,49,676,121,0,9,4.8400002,0.140625,81,676
ID_f51779227,300000,0,5,1,1,1,0,,2,4,6,1,4,5,3,8,11,11,11,6,,11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,55160255,3,8,0,11,0.375,no,8,9,0,0,1,0,0,0,0,0,0,5,2.2,0,0,1,0,0,0,1,1,6,1,0,0,0,0,0,1,0,48,36,2304,121,0,9,4.8400002,0.140625,81,2304
ID_d53ede57c,300000,0,5,1,1,1,0,,2,4,6,1,4,5,3,8,11,11,11,17,,11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,55160255,3,8,0,11,0.375,no,8,9,0,0,0,0,0,0,0,0,1,5,2.2,0,0,1,0,0,0,1,1,6,1,0,0,0,0,0,1,0,25,289,625,121,0,9,4.8400002,0.140625,81,625
